Date / Time,City,State,Shape,Duration,Summary,Posted
3/15/16 16:30,Benicia,CA,Other,10 minutes,Military - Airplane Cloaking Tech being Tested.,3/18/2016
3/15/16 06:14,Wichita Falls,TX,,2-3 seconds,I was standing in the early morning hours of 0614 central time I 44 and bacon switch rd. in wichita falls texas. I was at the rear of m,3/18/2016
3/15/16 02:40,Phoenix,AZ,Formation,15 seconds,"((HOAX??)) It was semi transparent shaped like a bomarang but the right side was a little shorter. size of a small 727, silent.",3/18/2016
3/15/16 02:30,Deland,FL,Cross,5-7 minutes,I was on the backside of Blue Lake looking at the stars with my friend. I noticed an intense orange circular glow up in the Northern sk,3/24/2016
3/15/16 02:30,Myrtle Beach,SC,Triangle,20 minutes,Red light seen in the sky.,3/18/2016
3/15/16 02:00,Myrtle Beach,SC,Triangle,>1 hour,"Triangular shape with arched front white lights and red flashing lights, stationary for over an hour, seen by 2 people 3 miles apart.",3/18/2016
3/15/16 00:05,South Pasadena,FL,Formation,90 seconds,"Odd lights in sky over South Pasadena, Florida.",3/18/2016
3/15/16,St. Albert (Canada),AB,Unknown,,"Large, twin-prop plane flying very low and very slow strange looking no sound no lights no id made a 45 degree turn without banking",3/24/2016
3/14/16 22:50,Hesperia,CA,Light,5-7 minutes,Very bright pulsating light that moved in erratic trajectory and seemed to teleport through the sky.,3/18/2016
3/14/16 22:20,Irrigon,OR,Changing,5 minutes,"First I heard a vibration then a shaking feeling, I thought it was bass from music. I felt the sound more than heard it.",3/18/2016
3/14/16 20:55,Brooksville,FL,Other,5 minutes,Slow moving circular segment with bright lights traveling low in the sky.,3/18/2016
3/14/16 13:01,Orlando,FL,Cigar,10 seconds,Looking East over Hiawassee Road I saw a bright light in the sky. The light was cigar shaped. It was reddish orange on the top half,3/18/2016
3/14/16 03:00,Farmington,NM,Other,30 seconds,A golden window appeared in my bed room.,3/24/2016
3/14/16 02:30,Portland,OR,Disk,60-90 seconds,While standing in my back yard I was watching the dark clouds coming in.,3/18/2016
3/14/16 00:15,Anchorage,AK,Light,5-10 minutes,They were all around in the sky!,3/18/2016
3/13/16 22:58,Huntington Beach,CA,Flash,5,Green blue flashes in Huntington Beach.,3/18/2016
3/13/16 22:30,Raleigh,NC,Circle,2 minutes,Walking around and was looking at the sky when i seen a red cirle shap in the air moving in the sky. I thought it was a plane of some s,3/18/2016
3/13/16 21:30,Ravena,NY,Light,5 minutes,"Rather large brilliantly bright stationary object, bigger than a helicopter hovering to the East of I-87",3/18/2016
3/13/16 21:30,Pueblo,CO,Formation,90-120 seconds,3 big bright red lights in triangular formation in the night sky.,3/18/2016
3/13/16 21:00,Los Fresnos,TX,Light,15 minutes,14 orange lights seen traveling the same path within 15 minutes.,3/18/2016
3/13/16 20:30,Mineral Springs,NC,Light,45 minutes,"My wife and I sitting on our back deck noticed a bright light to the SW, left of Orion. ((NUFORC Note: Sirius. PD))",3/18/2016
3/13/16 05:40,"Washington, D.C. (above I-295 bridge)",DC,Flash,2 seconds,"I want to be clear on this event, I was on my way to N.H from Doswell Virginia, after staying the night in Kings dominion Best western.",3/18/2016
3/13/16 00:30,Parry Sound (near) (Canada),ON,Circle,5-10 minutes,White craft followed by red craft near Parry Sound Ontario Sunday Morning,3/18/2016
3/12/16 23:55,Ft. Pierce,FL,Circle,10 seconds,"Reddish/orange circular, hazy, glowing, light moving north along the west edge of Indian River.",3/18/2016
3/12/16 23:30,Deltona,FL,Triangle,driving down Saxon blvd,"((HOAX??)) It was large, triangular, and it hovered for about 20 seconds and then flew away silently.",3/18/2016
3/12/16 22:20,Scottsdale,AZ,Other,20 seconds,Unusually shaped object flying over North Scottsdale.,3/18/2016
3/12/16 22:20,Rosman,NC,Light,20 minutes,"I was sitting on my front porch, enjoying a great spring night looking at one of the first clear skies we had had in a long time when a",3/18/2016
3/12/16 22:06,New Cumberland,PA,Teardrop,3 minutes,"Bright red object spotted falling from sky at 22:06pm on 3-12-2-016 in Cumberland County, PA.",3/18/2016
3/12/16 21:00,Eden Prairie,MN,Circle,1 hour,Circle of orb lights seen in the night sky. ((NUFORC Note: Advertising lights from nearby casino. PD)),3/18/2016
3/12/16 20:00,Bridgton,ME,Light,30 minutes,Silent round bright yellow light changing formations.,3/18/2016
3/12/16 19:56,Paris,TX,Light,5 minutes,My entire family witnessed what appeared to be a moving constellation in northeast Texas.,3/18/2016
3/12/16 19:45,West Palm Beach,FL,Disk,30 seconds,"Two crafts with orange pulsating glow coming from under belly, travelling from East to West at slow speed, vanished progressively.",3/18/2016
3/12/16 18:45,Lake Charles,LA,Circle,5 minutes,Dark round object seen in western sky over airport.,3/18/2016
3/12/16 14:30,St. Paul,MN,Chevron,1,"((HOAX)) Was searching for evidence of Bigfoot sighting in St Paul, Minnesota, experienced possible abduction.",3/18/2016
3/12/16 05:47,Grand Rapids,MI,Light,5 minutes,Bright Red Objects Move in Unison.,3/18/2016
3/12/16 03:00,Kotzebue,AK,Light,5 seconds,Bright white light in sky dropped another bright light out of it.,3/18/2016
3/12/16 01:12,Greeley,CO,Circle,3-4 minutes,It was cloud coverage but I can see the circular objects they did not flash but they went from white to a red when they flew by there w,3/18/2016
3/11/16 23:59,McHenrry,IL,Triangle,3 seconds,3 lights in a triangle shape traveling 1/3 speed of shooting star.,3/18/2016
3/11/16 23:30,Elkridge,MD,Sphere,3 seconds,"Round object, bright white light appeared 30 degrees above horizon in western sky and was moving horizontally for 3 seconds.",3/18/2016
3/11/16 22:25,Lincoln,NE,Light,5 seconds,Bright light shooting straight down toward the airport. ((NUFORC Note: Possible meteor?? PD)),3/18/2016
3/11/16 22:00,Kokomo,IN,Triangle,3 minutes,Three orangish lights in the form of a triangle no noise and slow.,3/18/2016
3/11/16 22:00,Charlotte,NC,Circle,10 minutes,Strange lights.,3/18/2016
3/11/16 21:40,Ashland,NE,Light,Few seconds,"White, trailess, orb fell straight down in the north eastern sky from a vantage point between Omaha and Lincoln, Ne",3/18/2016
3/11/16 21:30,Reston,VA,Light,5-10 minutes,"Strange amber lights, streaming from the east, making now sound and disappearing.",3/18/2016
3/11/16 21:00,Venice,FL,Disk,10 minutes,"Could not hear any sounds coming from objects, it was dark, tried binoculars, couldn't bring into focus.",3/18/2016
3/11/16 20:45,Springfield,VA,Circle,1 minutes,"Four orange lights over Springfield, VA.",3/18/2016
3/11/16 20:30,Jacksonville Beach,FL,Unknown,Few minutes,2 untrained observers saw 1 object that was a bright light that quickly changed colors repeatedly. I aas too far away to say anything m,3/24/2016
3/11/16 20:30,Stafford,VA,Circle,15 seconds,"Lights in the shape of a circle, slowly and quietly moving in the sky, then suddenly disappears.",3/18/2016
3/11/16 20:30,Nazareth,PA,,2 minutes,"Silent, triangular-like lights in the sky.",3/18/2016
3/11/16 20:30,Stafford,VA,Circle,15 seconds,"Lights aligned in the shape of a circle moving slow and quietly, then disappearing into the sky.",3/18/2016
3/11/16 20:30,Northampton,PA,Light,1-2 minutes,I WAS GOING FOR A WALK AND ALWAYS LOOK UP TO THE SKY. I SAW 3 ORANGE/RED COLOR LIGHTS INTO THE SKY. I FIRST THOUGHT IT WAS STARS AND TH,4/1/2016
3/11/16 20:00,Skykomish,WA,Egg,2 seconds,Saw a large flaming blue egg travel across the part of the sky to the south of my cabin.,3/18/2016
3/11/16 19:30,Superior,AZ,Rectangle,30 minutes,"Unknown lights in western sky of Central Arizona forming ""V"" shapes, and then ""M"" shapes.",3/18/2016
3/11/16 18:45,Manchester,NH,Disk,3.00,"Saucer-like object w/ white aura seen flying over South Willow in Manchester, NH.",3/18/2016
3/11/16 08:00,Irmo,SC,Fireball,10 mintes,I was driving home around 8:00pm and saw about seven to eight fireballs floating above tree level. They were floating in formation almo,3/18/2016
3/11/16 07:00,Dillingham,AK,Triangle,20 minutes,"Low triangle-shaped object in Dillingham, AK.",3/11/2016
3/11/16 05:45,Columbia,MD,Unknown,Not sure,"White flying object high up in the sky traveling through in Columbia, MD.",3/18/2016
3/11/16 05:05,Roy,UT,Unknown,00:02,"UAP had no outline or structure, no sound, a random brilliant clean strobe white & red light, disappearing into a gray misty portal",6/1/2016
3/11/16 04:38,Stirling,NJ,Flash,3 minutes,"The entire sky flashed the colors red, blue and green three times within three minutes.",3/11/2016
3/11/16 03:10,Pittsburgh,PA,Circle,2 minutes,((HOAX??)) Went out to walk dog an seen a huge round thing in the sky above Mr with yellow green an blue lights.,3/18/2016
3/11/16 02:48,West Farmington,NM,Formation,,"((HOAX??)) As I was driving 3 red lights appeared above a cemetery hill. In orion's formation, flashing.",3/11/2016
3/11/16 00:35,East Greenwich,RI,Disk,15 minutes,"I followed a bright orange light as I was driving, it started veering off behind a neighborhood and looked as if it was landing.",3/18/2016
3/10/16 21:03,Ponte Vedra,FL,Circle,4 seconds,Object moving ~7° L of ursala major at ~5°-7° slant fron sky to earth. 4 sec or less. Magnitude of 4 or brighter than a/c.,3/11/2016
3/10/16 21:00,Oshkosh,WI,Other,10 minutes,Strobe lights surrounding orange craft.,3/11/2016
3/10/16 19:30,Ipswich (Suffolk; UK/England),,Light,,The object seem to move with glowing white not a plane moves faster been there for over a hour.,3/11/2016
3/10/16 19:05,Port Saint Lucie,FL,Cylinder,,"I did not see a thing and either did my older son, I did feel very fast blast of heat from my feet. ((NUFORC Note: Moth? PD))",3/18/2016
3/10/16 19:00,Bayonne,NJ,Diamond,,Just seen a bright orange diamond shape star moving in the sky plans blink at night this one didnt and it was bright and very hypnotizi,3/11/2016
3/10/16 19:00,Lake Havasu City,AZ,Light,2 minutes,Loud rumble flashing red light heading west disappeared.,3/18/2016
3/10/16 06:30,Manchester,,Disk,30-60 seconds,Disc shaped craft seen hovering above road/buildings whilst in traffic. Amazing energy field surrounding craft.,4/29/2016
3/10/16 05:30,Ponce (Puerto Rico),,Flash,1 minute,"UTC 9:30 AC March 10, 2016 Flashing bright red light in the night sky moving across horizon in Zigzag patterns across the horizon. No s",3/11/2016
3/10/16 04:10,Pensacola,FL,Unknown,30-45 seconds,Bright round pinpointed flashing white light traveling from the north to the south at a high altitude.,3/11/2016
3/9/16 23:30,Morrison,CO,Diamond,Seconds,Kite/diamond-shaped obj. (looked like it was on fire or glowing) streaked across in the Conifer/Morrison area at 11:30 pm-ish. Silent.,3/11/2016
3/9/16 21:00,Long Prairie,MN,Unknown,1 hour,"My neighbor and I live in the country in rural Minnesota, at 9:00 at night a beeping noise was moving around our house. My neighbors ho",3/11/2016
3/9/16 19:05,Marysville,WA,Unknown,3 minutes,Observed orange light in night sky no other lights no sound no shape.,3/18/2016
3/9/16 19:00,Jacksonville Beach,FL,Cylinder,30 seconds,"Orange, lantern-like, glowing, fast fireball that made no sound.",3/11/2016
3/9/16 18:00,East Longmeadow,MA,Triangle,10 minutes,"While starting to take a walk at 6:15 PM, weather clear and 65 degrees, noticed triangle shape with 3 red lights very high up in sky.",3/11/2016
3/9/16 14:30,Denton,MD,Oval,5-10 seconds,Small round off white orb flying medium low at tremendous speed,3/11/2016
3/9/16 10:00,New Hampton,NH,Unknown,6 minutes,Extremely loud jet like noises with none in sight.,3/11/2016
3/9/16 09:00,Broomfield,CO,Unknown,10 minutes,((HOAX?))Plane like object falling straight down from a high elev. Leveled off then started flying as if to land at the local airport.,3/11/2016
3/9/16 06:00,Silver Spring,MD,Triangle,5 minutes,Triangle-shaped UFO hovering over I-495 near Holy Cross Hospital.,3/11/2016
3/9/16 04:15,Biscoe,NC,Light,5 hours,I have seen this light from my bedroom window almost every night in the last month. This object of light varies from Orange red blue fl,3/11/2016
3/9/16 04:00,Grand Forks,ND,Light,5 seconds,"Blue, flare like light.",3/11/2016
3/9/16 02:00,Graham,NC,Light,Still going on,My husband and I are watching a yellow gold light above a cell tower in our local vicinity. We've been watching it for 10 minutes so fa,3/11/2016
3/8/16 00:00,West Chester,PA,Unknown,20 seconds,UFOS IN FORMATION OVER WEST CHESTER .PA.,4/15/2016
3/8/16 22:46,Steamboat Springs,CO,Light,4 seconds,Glowing reddish and orangish lights.,3/11/2016
3/8/16 22:00,Castaic,CA,Formation,30 seconds,"Three ufo seen on the I-5, going through the Grapevine, making incredible maneuvers.",3/11/2016
3/8/16 20:39,Van Buren,AR,Triangle,2-3 minutes,Football-field size triangular object--low and silent.,3/11/2016
3/8/16 20:20,Glenview,IL,Fireball,4 seconds,"I observed a large bright green glowing object fall to earth a few minutes ago. I had just looked up out the window, which faces east",3/11/2016
3/8/16 19:20,Bel Air,MD,Triangle,5 seconds,"Lights in triangle shape, flew due north; completely silent.",3/11/2016
3/8/16 16:35,Farmingdale,NY,Other,5 minutes,"Strange object seen above Long Island, NY, that I cannot explain.",3/11/2016
3/8/16 11:45,New York City (Brooklyn),NY,Changing,1-8 minutes,"Shape shifting, teleporting UFO.",3/11/2016
3/8/16 04:00,Brooksville,FL,Unknown,10 minutes,The light changed from bright to dull and changed speed from stopped to go.,3/11/2016
3/8/16 03:00,Chatsworth,GA,Circle,10 minutes,"Whitish green object spotted in the sky, suddenly orange and red blinking yellow lights appeared, too.",3/11/2016
3/8/16 00:01,Lewiston,ID,Unknown,5 minutes,"Object with wildly flashing red lights flew past window going south. Made a sudden turn back south, hovered several minutes.",3/11/2016
3/7/16 23:59,Wilmington,MA,Flash,,((HOAX??)) 2 BRIGHT LIGHTS REPELLED THEN ATTRACTED QUICKLY THEN ZIG ZAGGED AND TOOK OFF,3/11/2016
3/7/16 23:00,Ogden,UT,Sphere,30 minutes,"Small, multicolored, spinning, and hovering light in Ogden, UT. ((NUFORC Note: Possible ""twinkling"" star?? PD))",3/11/2016
3/7/16 21:00,Ocklawaha,FL,Disk,2 minutes,"((HOAX??))Silver color saucer shape w/ red and white lights blinking flying through the pm sky,and diamond shape ships flying, hovering",3/18/2016
3/7/16 20:00,Burke,VA,Triangle,10,((HOAX??)) Three bright lights in the formation of a triangle.,3/11/2016
3/7/16 19:40,Roseville,CA,Unknown,15 seconds,"As I was looking up at it my eye caught a craft flying in from the South, proceeding North.",3/11/2016
3/7/16 19:25,Newark on Trent (UK/England),,Light,30 seconds,I stepped outside to have a quick cigarette and as I looked skyward I saw a number of white lights pass over traveling north.,3/11/2016
3/7/16 19:05,Jefferson City,MO,Sphere,5 minutes,Turquoise light turns crimson red.,3/11/2016
3/7/16 15:00,Nags Head,NC,Disk,30 seconds,Disc shaped craft either taking in or expelling cloud.,3/11/2016
3/7/16 09:24,Boulder,CO,Light,5 minutes,Stationary glowing orb began to move slowly.,3/11/2016
3/7/16 01:52,Kill Devil Hills,NC,Light,6 minutes,"Bright orange, round light.",3/11/2016
3/7/16 01:00,Greenbelt,MD,Light,~3,((HOAX??)) Massive red explosion in the sky.,3/11/2016
3/6/16 23:00,St. George,UT,Triangle,1 minute,Three lights appear in triangular sequence then turns off in same pattern.,4/1/2016
3/6/16 22:57,Pelham,AL,Sphere,2 seconds,"White spherical craft travelling at speed I've never seen before over Oak Mountain State Park @ 22:57 p.m. in Pelham, Alabama.",3/11/2016
3/6/16 22:15,Wilmington,NC,Unknown,90 seconds,"Two unexplained flying amber lights move apart and regroup over downtown Wilmington, NC.",3/11/2016
3/6/16 21:30,Hurricane,WV,Fireball,2 minutes,"Witnessed a round, red flashing light in the sky directly in front of me. It was about the height of where an airplane would be flyin",5/10/2016
3/6/16 20:28,Riverside,CA,Fireball,2 seconds,Saw what could have been a meteor fall from sky. White ball of light with long tail behind. ((NUFORC Note: Meteor? PD)),3/11/2016
3/6/16 20:19,Hurdle Mills,NC,Diamond,4 minutes,"Diamond-shaped object passed over Guess Road in Hurdle Mills, NC.",3/11/2016
3/6/16 20:00,Columbus,OH,Light,6 minutes,12 bright lights following each other over Columbus.,3/11/2016
3/6/16 20:00,Hayesville,NC,Fireball,30 seconds,"Brilliant red object in the southern sky, which sped off with incredible speed.",3/11/2016
3/6/16 20:00,Goleta,CA,,5 seconds,Huge fireball low in the southern sky traveling from east to west.,3/11/2016
3/6/16 20:00,Orange,MA,Changing,2 hours,"Large object over southwestern sky in W Massachusetts, bright lights, slow moving object, changing shapes.",3/11/2016
3/6/16 19:35,Conway,AR,Light,15 minutes,I noticed what I thought was a star that seemed blurry and pointed it out to the person w/ me. He looked and saw another one.,3/11/2016
3/6/16 19:00,Lamberton,MN,Triangle,3 hours,Plasma Shower???,3/11/2016
3/6/16 18:50,Merritt Island,FL,Light,20 minutes,Lights moving North east to south west,4/1/2016
3/6/16 18:30,Concord,NH,Changing,1 hour,Multiple Orbs w/ Pulsating Halos over different towns.,3/11/2016
3/6/16 17:00,North Providence,RI,Disk,45 seconds,2 bright metallic disc objects with a dark underside were flying in unison in a circular pattern high in the sky at 5:00 pm.,3/11/2016
3/6/16 10:30,College Point (Queens),NY,Other,2-3 minutes,"Completely silent commuter plane at 2,000 feet.",3/11/2016
3/6/16 06:00,Udaipur (India),,Other,,It was a straight line connected with red colored dots in increasing order.,4/15/2016
3/5/16 23:00,Cedar Rapids,IA,Flash,5 minutes,5 bright flashes in different spots in clear night sky.,3/11/2016
3/5/16 22:15,Dallas,TX,Light,30 seconds,"Red light flying over Dallas, Texas.",3/11/2016
3/5/16 21:45,Middleburg,FL,Light,2 minutes,White ball of light.,3/11/2016
3/5/16 21:00,Bear,DE,Formation,1 hour,"I've seen this light in the clouds so far three other time's. Going out to smoke twice in Bear once in Newark, DE.",3/11/2016
3/5/16 21:00,Shelbyville,TN,Light,1 minute,"Orange light traveling north to south at high speed, no sound.",3/11/2016
3/5/16 21:00,Kailua,HI,Light,15 seconds,"Two lights moving upward together, blinking then disappearing.",3/18/2016
3/5/16 19:45,Escondido,CA,Light,20 minutes,((HOAX?? Contact information is defective.)) Orange orbs in formation; no sound.,3/11/2016
3/5/16 17:45,Pasco County,FL,Oval,:45,Blue-green sphere seen at 8:00 position from the sun during sunset on 3/5/2016 . ((NUFORC Note: Lens flare in photo of Sun. PD)),3/11/2016
3/5/16 17:45,"Gage (I-10, Exit 67)",NM,Chevron,1 hour +,"Slow rotation, sationery in one place, with slight windy conditions, seems to be 20 mi maybe away or less see direction. When rotating",3/11/2016
3/4/16 19:40,Seminole,FL,Light,2 minutes,Two unidentified rather large red lights heading East and then slowly dim fading away.,3/11/2016
3/4/16 19:30,Brisbane (Australia),,Triangle,10 seconds,Caught my eye veiwed 10 seconds low in sky and lost sight of it.,4/15/2016
3/4/16 19:14,Watertown,NY,Light,20 minutes +,Number of red lights flying slowly across sky,3/11/2016
3/4/16 19:09,Las Vegas,NV,Egg,2-3 seconds,Was out in front of the house and I looked up and I seen this bright white egg like shape going though the clouds and it was going at a,3/11/2016
3/4/16 19:00,Merritt Island,FL,Sphere,1.5 minutes,Nine orange glowing orbs following same general path from east to west.,3/18/2016
3/4/16 18:25,Thetford,VT,Light,1 minute,Two circular balls of yellow light in uniform position.,3/11/2016
3/4/16 18:23,Hanover,NH,Circle,15 minutes,"((HOAX. E-mail address and telephone # are defective. Date is flawed.)) Three yellow orbs seen 3/6/16 in NE sky Hanover Center, NH.",3/11/2016
3/4/16 18:15,Fairlee,VT,Oval,5 minutes,"Three pairs of two bright orange discs low in the sky that would change luminosity, and were all connected to each other by a tail.",3/11/2016
3/4/16 17:00,Seattle,WA,,1 hour,White lights in formation that changed formation.,3/11/2016
3/4/16 16:00,Novi,MI,Changing,3 minutes,"March 4, 2016 I was unloading groceries from my trunk when a jet overhead happened to catch my eye. It was leaving a very short doubl",3/11/2016
3/4/16 09:00,Ocklawaha,FL,Flash,nite,"White diamond shape,, seems to move different places, also white flashes changing directions.",3/11/2016
3/4/16 05:58,Kalaheo,HI,Rectangle,2 minutes,"At approximately 5:58 AM on the morning of March 4, 2016, while looking out my window, facing East South East, at about 45 to 50 degree",3/11/2016
3/3/16 23:45,Huntington Beach,CA,Circle,10 minutes,Circular Red Glowing/Flashing Objects Hovering Together In The Night Sky Faded Out Slowly.,3/4/2016
3/3/16 23:35,Oshawa,ON,Light,10 minutes,Two low white oval shaped lights staying stationary,3/24/2016
3/3/16 22:30,Gosport (to Fareham) (UK/England),,,,Saw a bright yellow/orange bright light at approx. 10.30pm. It was low in the sky and seemed to travel from Gosport to Fareham.,6/1/2016
3/3/16 22:00,Columbus,OH,Triangle,2 minutes,"I went outside to smoke a cigarette and as usual I look up at the sky and something that caught my attention,I saw a bright light just.",3/4/2016
3/3/16 20:30,West Topsham,VT,Changing,10 minutes,"Several orange lights flying separately and in triangular formation, accompanied by a loud roaring noise.",3/4/2016
3/3/16 20:30,West Topsham,VT,Changing,10 minutes,Several orange lights moving in odd and changing patterns,3/11/2016
3/3/16 20:30,Everglades,FL,Circle,5 minutes,Two round bright objects hovered over the Everglades for about 5 minutes then shot up into the clouds.,3/11/2016
3/3/16 20:00,LaVeta,CO,Other,1 hour,USAF craft chasing lights. Pattern of orange fireballs USAF turning off running lights disappearing reappearing.,3/4/2016
3/3/16 19:00,Pine Bush,NY,Chevron,1 minute,"UFO seen above Pine Bush, NY.",3/4/2016
3/3/16 09:00,Vallejo,CA,Fireball,5 minutes,I was driving home approx midnight on the 4th I seen this ball of fire in the sky its shot across and then it stood still and drop some,3/11/2016
3/3/16 00:00,Murray,UT,Light,10 minutes,"Two triangle lights, first together, then separate and go side to side, red triangle lights at first. The color changed to white triang",3/11/2016
3/3/16,Dodge City,KS,,,OUT SOUTH OF DODGE CITY kansas videos taken by cell phone or several cell phones one guy was video recording it when he dropped his ph,3/11/2016
3/3/16,Baldwinville,MA,Fireball,1 second,I and a friend spotted a large green fireball shoot straight down from the sky unsure of exact time but have seen there is another.,3/11/2016
3/2/16 23:00,Lincoln,RI,Light,10 seconds,Waiting in a empty parking lot with my freind in his car I observed a blue and white light appear out of pitch black sky and completely,3/4/2016
3/2/16 22:50,Jacksonville,OH,Triangle,2 minutes,2 side-by-side green lights moving super fast and were super loud.,3/4/2016
3/2/16 22:30,Plymouth Meeting,PA,Fireball,5 minutes,My mom was upstairs in her room but came running downstairs and running out the door. She said there are strange lights in sky.,3/4/2016
3/2/16 22:00,Lexington,KY,Cylinder,20-30 seconds,Cylinder shaped flying object flying low with blue lights coming from bottom.,3/4/2016
3/2/16 21:35,Wickieup (south of),AZ,Formation,60 seconds,"Four bright lights over Wickieup, AZ.",3/4/2016
3/2/16 21:15,Harrisburg,PA,Light,3 minutes,"Two orange light, seen heading toward the river flying low. then vanishing.",3/4/2016
3/2/16 21:10,Clarkdale,AZ,Cylinder,<10 seconds,Bright green light over Northern Arizona.,3/4/2016
3/2/16 20:35,Winnipeg (Canada),MB,Circle,20 seconds,"Was observing stars through telescope looking for M46/M47 when I saw a ""moving star"" heading towards ""10-11 o clock.""",3/4/2016
3/2/16 20:05,Hurricane,UT,Flash,15 minutes,Bright erratically flashing white light in sky above mountains,3/11/2016
3/2/16 20:02,Farmingville,NY,Fireball,2 seconds,"Object looked like a shooting star, however, came low to tree line and lifted as if it swooped and then flash disappeared.",3/4/2016
3/2/16 20:00,Phoenix,AZ,Unknown,10 minutes,4 objects with one red and green light on each hovering over the freeway.,3/4/2016
3/2/16 19:41,Phoenix,AZ,Light,1 minute,"3 Blue-whites Being Followed,By Red Blinking Light Making Loud Helicopter-Like Noise!,.",3/4/2016
3/2/16 19:41,Phoenix,AZ,Light,1 minute,UP DATE ON 3-2-16 REPORT OF 3 BRIGHT LIGHT'S FOLLOWED BY RED LIGHT MAKING LOUD HELICOPTER LIKE NOISE.,3/11/2016
3/2/16 19:39,UK/England (offshore oil rig),,Formation,1 minute,Multiple triangular orange light formations over central North Sea.,3/11/2016
3/2/16 19:35,Scottsdale/Northwest Mesa,AZ,Light,25 minutes,5 lights seen traveling over Scottsdale/North Mesa area in uniform fashion.,3/4/2016
3/2/16 19:30,Hagerstown,MD,Oval,~2 seconds,Green oval shaped object observed overhead while traveling on 70W just south of Hagerstown.,3/4/2016
3/2/16 19:00,Scottsdale,AZ,Formation,7 minutes,4 lights seen in a formation.,3/4/2016
3/2/16 17:15,Oakwood,GA,Cigar,10 seconds,"Dark cigar shaped UFO, spotted over Oakwood, GA - 03/02/16.",3/11/2016
3/2/16 16:38,Delray Beach,FL,Cigar,30 minutes,"Second sighting of a Bright, Rectangular shaped object over the Atlantic Ocean, in Delray Beach, Fl, within 2 weeks.",3/11/2016
3/2/16 03:00,Nashua,NH,Other,4 to 5 seconds,Low slow moving octagon shaped object having five white lights on bottom viewed from skylight.,3/18/2016
3/2/16 01:00,Boynton Beach,FL,Sphere,,Red and white lights sphere figure stayed in the same spot for four hours in my backyard.,3/4/2016
3/1/16 23:30,Pikesville,MD,Cone,2 minutes,The object moved from left to right. start and stop it did slow down just stopped.,6/1/2016
3/1/16 23:30,Sydney (Australia),,Unknown,2 seconds,"Flash of light across Sydney, Australia, sky.",3/4/2016
3/1/16 22:30,Ocala,FL,Triangle,5 minutes,"Triangular, wedge-shaped, UFO with green lights hovering at cloud level above the Ocala National Forest.",3/4/2016
3/1/16 22:00,Glendale,AZ,Triangle,1 minutes,"3 White lights over Glendale, Arizona.",3/4/2016
3/1/16 21:00,Ocala,FL,Oval,My home,For a couple of months now I see in the woods next to where I live around 8:00 PM every night the woods start to have real bright light,4/22/2016
3/1/16 21:00,Shalimar,FL,Other,2 minutes,"2 bright star like objects not moving but rather floating, then just disappear.",3/4/2016
3/1/16 20:30,Princeton,NC,Circle,5 minutes,3 sets of red lights seem near Princeton NC,3/24/2016
3/1/16 20:10,California,MO,Formation,8 seconds,"As I crested a hill on highway 87 south, about 2 miles north of California, at or around 8:10pm I saw 5-8 orange balls of light headed",3/4/2016
3/1/16 19:00,Parker,AZ,Light,45 seconds,Two orange lights with one white light between them,5/6/2016
3/1/16 19:00,Indio,CA,Changing,8 minutes,Giant mass of clustered lights miles long moving through sky,3/4/2016
3/1/16 18:05,Stover,MO,Cylinder,30 seconds,Observed cylinder shaped object with triangle lights.,3/11/2016
3/1/16 17:00,New York City (Queens),NY,Sphere,45 minutes,30-40 orbs sighted moving through cloud cover in Queens NY,3/4/2016
3/1/16 16:34,Fresno,CA,Light,2 minutes,White lights in Fresno sky.,3/4/2016
3/1/16 16:00,Waterbury (over),CT,Disk,,"4 spirals made in one cloud, and 4 aircraft (UFO's) seen leaving the immediate area. Over the western skies of Waterbury, CT.",3/24/2016
3/1/16 13:00,Battle Lake,MN,Cigar,3 minutes,Cigar-shaped silver object in the sky.,3/4/2016
3/1/16 05:57,Las Vegas,NV,Fireball,2-3 seconds,Driving down Decatur Sahara. Right in front of my driving view I notice a blue and orange flying fireball. Coming from Charleston towar,3/4/2016
3/1/16 05:45,Glastonbury,CT,Oval,30 seconds,Very bright oval about 100 feet over treetops. The oval was 25-40 feet wide. possibly .5 miles away from my location. It was the brigh,3/11/2016
