Date / Time,City,State,Shape,Duration,Summary,Posted
2/15/16 00:20,Columbus,OH,Flash,Brief,On 71 southbound near the Budweiser plant. A green flash lit the entire sky behind the clouds sort of like heat lightning except it's,2/19/2016
2/14/16 22:00,Santa Fe (on ranch),CA,Light,8 minutes,"Strange moving light, making quick movements of great distance and s-shaped turns.",2/19/2016
2/14/16 22:00,Ran home Santa Fe,CA,Light,8 minutes,Strange moving light making quick movements of great distance and s shaped turns,2/26/2016
2/14/16 20:50,Indio,CA,Circle,5 seconds,"Saw lighted object fly across sky in about 5 seconds, flying west to east.",2/19/2016
2/14/16 20:48,Woodbridge,VA,Sphere,8 minutes,"Orange orbs or spheres, flying in formation some materializing from nowhere, no sound whatsoever, then some ascended.",2/19/2016
2/14/16 20:20,Orlando,FL,Light,2 minutes,Saw 9 reddish/orange lights flying in very slow formation for approximately 2 before disappearing behind clouds.,2/19/2016
2/14/16 19:40,Hayward,CA,Triangle,10-15 seconds,Semi-transparent triangle shaped low and slow object,2/19/2016
2/14/16 19:30,Eugene,OR,Light,5 minutes,"((HOAX??)) Orange light in sky, moving fast until a parachute opened and object descended into Eugene area.",2/19/2016
2/14/16 19:00,Lakewood,CA,Unknown,2 minutes,"Orange circular object that traveled at a high rate of speed, slowed to a stop, and then faded away.",2/19/2016
2/14/16 18:30,Naples,FL,Cylinder,5 minutes,"Bright-orange, glowing object moving at a fast pace across the sky and suddenly vanishing.",2/19/2016
2/14/16 18:30,Pottersville,NY,Light,20 minutes,Two lights similar to planes move erratically & rendezvous.,2/26/2016
2/14/16 14:00,South Gate,CA,Sphere,2 minutes,"One of many this day. Orb flyby captured with a telescope. Almost missed this one by mistake.
https://youtu.be/pDaMu_Qf8Ls",2/19/2016
2/14/16 10:45,Newhall,CA,Rectangle,1 minute,I looked at a picture on ufo sighting 2015 and was suprised to see a picture of what I had seen,2/19/2016
2/14/16 07:30,Pinellas,FL,Fireball,6 seconds,I was driving my car and caught site of what i thought was a craft or meteorite falling to earth i was awaiting the explosion but never,3/24/2016
2/14/16 04:40,Beacon Falls,CT,Flash,4 seconds,"Was outside smoking and a bright blue light lit up the back of my house. Thought it was a car, but happened to look up and saw the brig",2/19/2016
2/14/16 04:35,Bridgewater,NJ,Flash,3 seconds,My back yard light up like lightening. 3 bright flashes blue/white color.,2/19/2016
2/14/16 04:35,West Suffield,CT,Fireball,5 seconds,"LAYING IN BED LOOKING OUT WINDOW AND SAW A BRIGHT FLASH TRAILING FROM NORTHWEST TO SOUTHEAST . IT APPEARED GREENISH IN COLOR TO ME , I",2/26/2016
2/14/16 04:35,Fairfield,CT,Unknown,3 seconds,I was getting something from the car. The sky suddenly lit up blue. Then in the sky a streak of fire and it made a sparkling noice.,2/19/2016
2/14/16 04:30,East Hampton,NY,Fireball,3 seconds,Bright orange light shines down into my bathroom window then disappears.,2/19/2016
2/14/16 04:30,Starview,PA,Flash,1 second,"Bright flash, followed by fireball.",2/19/2016
2/14/16 00:30,Hull (East Yorkshire) (UK/England),,Triangle,1 minute,"Delta UFO type lights over Hull, UK.",2/19/2016
2/13/16 22:30,Port Hueneme,CA,Triangle,4 seconds,Black trianular object with six very large faint light blue lights along the leading edges of each side,2/19/2016
2/13/16 22:00,Erie,CO,Triangle,2-5 seconds,5-6 objects flying in v formation,2/19/2016
2/13/16 21:30,West Mobile,AL,Fireball,2 minutes,"((HOAX??)) 5 ""sequinized"" fireballs in the sky.",2/19/2016
2/13/16 21:00,Carpenteria,CA,Sphere,2 minutes,"Bright red light hovered a minute, then zoomed off fast.",2/19/2016
2/13/16 21:00,Greensboro,NC,Triangle,10 seconds,"Black trangular object, silent, slow, and a set of very faint lights around it's perimeter.",2/19/2016
2/13/16 20:30,Thibodaux,LA,Light,10 minutes,"10 red lighted craft moving at low altitude across the sky above Thibodaux, LA",2/19/2016
2/13/16 20:00,Boise,ID,,2 minutes,"Red lights coming from the N to S, then disappearing as they came over the foothills. 5 separate lights. Would normally be airc",2/19/2016
2/13/16 18:30,Staten Island,NY,Cigar,1 minute,"Bright orange light, long and skinny, hovering over tree line at dusk that flew in a straight line and very fast.",2/26/2016
2/13/16 18:30,Farmingdale,NY,Light,3 minutes,Unexplained very bright light in the night sky.,2/19/2016
2/13/16 18:22,Morrisville,PA,Triangle,5-10 minutes,"Red Lights triangle shape flying over Morrisville, PA",2/19/2016
2/13/16 14:30,Phoenix,AZ,Circle,1 hour+,High altitude white disc observed.,2/19/2016
2/13/16 13:00,Spring Creek,NV,Sphere,1+ hours,"Viewed a white orb moving north to south over Spring Creek, NV.",2/19/2016
2/13/16 11:30,Monticello,MN,Triangle,,I went out to take garbage out and I was looking at stars. Then I saw again This trianglar thing moving slowly towards me. It hovers re,2/19/2016
2/13/16 09:38,Palmer,AK,Light,Since i saw it the 10th,The continuation of the UFO activity in Palmer on the tenth at 23:00 night time. One UFO still in the general UFO hotspot with activity,2/19/2016
2/13/16 06:07,Traralgon South (Australia),,Light,2 minutes,Rapidly moving light travelling a large distance in short timeframe,2/19/2016
2/13/16 05:47,Wheeler AAF,HI,Light,2 seconds,Seen 2 white orbs appeared to be bouncing off each other.,2/19/2016
2/13/16 05:30,Wichita,KS,Changing,A few seconds,One light became four,2/19/2016
2/13/16 01:43,Grayling,MI,Oval,35 seconds,"Noticed a blue oval like orb streak past the highway as I was going up on 75 northbound, road was empty. Made me do a double take and t",2/19/2016
2/13/16 01:00,Newburg,IN,Circle,loud Humming and strange,((HOAX??)) I witnessed a triangle with 3 lights on each side I've seen a bright ball with dark inside the ball I heard sirens noises.,2/19/2016
2/12/16 23:30,Seabrook,NH,Circle,10 minutes,"I was driving home from work. I look up and see 2 bright white circles flying in what appears to be a side by side formation, keeping",2/19/2016
2/12/16 23:00,Fort Lauderdale,FL,Changing,30 minutes,Light beings bring ships onto sand @ Ft. Lauderdale Beach,2/19/2016
2/12/16 22:05,Ojo Caliente,NM,Light,75 minutes,Girlfriend walked out the house looked up and saw rapidly blinking light various colors.I retrieved binoculars and was able to see diff,2/19/2016
2/12/16 21:00,La Porte,TX,Circle,7 seconds,((HOAX??)) The light was so bright I thought the neighbors' house was on fire. Bright red lights there was no sound.,2/19/2016
2/12/16 17:00,Springfield,OR,Other,1 minute,"Large ""T"" shaped craft hovered just above tree line over parking lot of McKenzie Willamette Hospital.",4/29/2016
2/12/16 16:38,Hickory Hills,IL,Light,20 second,1 or 2 lights that were maybe UFO's.,2/26/2016
2/11/16 23:35,Seatac,WA,,5 minutes,"Blue lights over Angle Lake in Seatac, WA.",2/19/2016
2/11/16 22:05,Casa Grande,AZ,Sphere,5 minutes,"2 amber orbs seen hovering stationary, 2 more amber orbs appeared shortly after. First set disapeared followed shortly by the second se",2/19/2016
2/11/16 22:00,Lo de Marcos (Mexico),,Light,10 minutes,Two bright orange light that appeared in the sky over the Pacific Ocean . Disappears for 1min and reappear in a parallel allagment and,2/19/2016
2/11/16 19:40,Tampa,FL,Oval,15-30 minutes,Large bright white/blue orb or saucer hovering in the sky. ((NUFORC Note: Sighting of Sirius?? PD)),2/19/2016
2/11/16 19:00,Zion,IL,Disk,Few seconds,A bunch of lights with the silhouette of a saucer.,2/19/2016
2/11/16 18:00,Henderson,NC,Other,10 minutes,My husband son and myself and a friend was walking in dark home from parents house up road from us and in the southern sky heading no,2/26/2016
2/11/16 17:50,Salt Lake City,UT,Circle,10 minutes,"Silver orb hovering at 5 km, just east of the Salt Lake Valley.",2/19/2016
2/11/16 11:30,Anaheim,CA,Other,10,"Two orange-ish blinking lights, 30 degrees from horizon, faded then disappeared.",2/11/2016
2/11/16 07:00,Laguna Beach,CA,Fireball,2 seconds,I was looking toward the ocean when I saw a greenish blue ball sailing across the sky. It looked almost like a flare.,2/19/2016
2/11/16 06:45,Costa Mesa,CA,Fireball,2 minutes,Bright fireball that vanished immediately.,2/11/2016
2/11/16 06:45,Tustin,CA,Light,10 seconds,Lime green streak of light going from east to west at 6:45 a.m. on Wed 2/11/2016.,2/19/2016
2/11/16 06:45,Ramona,CA,Light,15 seconds,Moving object with green tail/stream.,2/11/2016
2/11/16 06:44,Palm Desert,CA,Fireball,3 seconds,"Bright green fireball traveling (generally) west to east and about 1,000 feet above ground it extinguished and was no longer visible.",2/11/2016
2/11/16 06:42,San Diego,CA,Other,2 seconds,Pink and green flash and disappeared.,2/11/2016
2/11/16 06:40,Temecula,CA,Triangle,Seconds,Sun glinted off a triangular shaped object going the speed of a shooting star then disappeared making no sound and leaving no trail.,2/11/2016
2/11/16 06:40,Cerritos,CA,Teardrop,<1 minute,Bright glowing blueish green ball (shaped like a fireball) spotted speeding downward from the sky.,2/11/2016
2/11/16 06:40,San Diego,CA,Light,5 seconds,Blue light streaks across San Diego sky.,2/11/2016
2/11/16 06:40,Victorville,CA,Fireball,8 seconds,Green/blue fireball travels across morning sky. ((NUFORC Note: We believe object was a meteor. See video. PD)),2/19/2016
2/11/16 06:40,South Gate,CA,Light,20 seconds,Bright bluish greenish light shooting across sky.,2/11/2016
2/11/16 06:37,Santa Clarita,CA,Fireball,10 seconds,"Like a greenish/blue meteor. A tail on one end, and a ball at the other (like a flash). Appeared only seconds, and then disappeared.",2/11/2016
2/11/16 06:30,Oxnard,CA,Light,<1 minute,"Driving towards work, I was driving in Tice Avenue towards point mugu and a green light moved from sky to ground, there was not an expl",2/11/2016
2/11/16 06:30,Lompoc,CA,Cylinder,5 minutes,I SEEN A GREEN FAST MOVING MACHINE WITH A BRIGHT YELLOW LINE FOLLOWING IT. BEFORE I COULD REACH FOR MY CELL PHONE IT DISAPPEARD BEHIND,2/11/2016
2/11/16 06:20,Whittier,CA,Fireball,15 seconds,"At approx. 0620 hrs., I was traveling southbound on the 605 freeway passing the city of Whittier. Traffic was heavy so I was travel",2/19/2016
2/11/16 06:15,Odenton,MD,Unknown,~5 minutes,"Two parallel bright white lights in sky over Odenton, MD. As I came out to go to work I notice the one light. However, as I looked to m",2/11/2016
2/11/16 06:00,Burbank,CA,Fireball,20 seconds,"While walking in Burbank on Hollywood Way, looking towards Toluca Lake, I saw a very bright green fireball streak.",2/19/2016
2/11/16 04:50,Methuen,MA,Other,1 hour,Moving red glowing orb of light.,2/11/2016
2/11/16 03:45,La Junta,CO,Fireball,30 minutes,Flying object shoot out in the sky.,3/11/2016
2/11/16 03:45,Salinas,CA,Light,2 minutes,Bright orange/red light; made no sound.,2/11/2016
2/10/16 22:00,Batavia,NY,Cone,10 minutes,Upside down pyramid with four rows of lights with glowing green humanoid (also orb).,2/11/2016
2/10/16 22:00,Lebo,KS,Sphere,~1 minute,"Red, orange, blue multi-colored ufo.",2/11/2016
2/10/16 19:30,Bothell/Kirkland,WA,Other,All night till sun rise,Large flashing rainbow colored lights seen @630-7pm over I-405 N/S in Bothell/Woodinville/Juanita. ((NUFORC Note: Sirius? PD)),2/19/2016
2/10/16 18:40,Bean Station,TN,Light,5 seconds,"Bright green light spotted, not an airplane.",2/11/2016
2/10/16 18:00,Radford,VA,Triangle,Minutes,"Black triangle, small (maybe 4-6 feet to a side,possibly smaller), lights on the corner, flying NE along I-81.Seen from the south bound",3/11/2016
2/10/16 16:00,Palmer,AK,Light,,"2 star like lights flashing red green and blue moving in every direction, also their were shooting star like lights that shot upward",2/11/2016
2/10/16 10:45,Paradise Valley,AZ,Light,5 minute,"Second night of two amber lights returning, flickering from exact fixed position. This time I brought a second witness.",2/11/2016
2/10/16 07:15,Beaverton,OR,Disk,~10 minutes,White to yellow disc object in NE sky that split into two pieces.,2/11/2016
2/10/16 07:00,Olympia,WA,Light,3 minutes,Bright light moves across the sky- then stops for a minute or two- then falls out of the sky and out of sight,2/11/2016
2/10/16 06:15,Cutler Bay,FL,Fireball,3 minutes,This morning at approximately 6:15 I was standing on my front porch facing due south. It was still dark when I looked up at 90 degrees,2/11/2016
2/10/16 06:00,Garden Grove,CA,Changing,~4 hours,Twinkled like a star while it was still dark. Only it didn't stop when the sun came up.,2/11/2016
2/10/16 05:23,Riverbank,CA,Cross,7 minutes,Saw strange red grey orb that looked like wizard of Oz white whitch then it grew to the size of baseball.,2/11/2016
2/10/16 05:20,Arcata,CA,Unknown,10 minutes,Downward directed cone of light emanating from small object travelling NE to SW at 5:20 AM.,2/11/2016
2/10/16 05:20,Reno,NV,Cone,3-4 minutes,"White cone shaped object in the early morning sky over Reno, NV.",2/11/2016
2/10/16 05:20,San Ramon,CA,Teardrop,45 seconds,"Point of light with faint, wispy weather-balloon-shaped feature protruding from its side. ((NUFORC Note: Rocket. PD))",2/11/2016
2/10/16 05:20,Lewiston,ID,Light,6 minutes,Moving satellite looking light with a visible toroidal energy ring.,2/11/2016
2/10/16 05:20,Vancouver,WA,Sphere,3 minutes,Large round shape moving from the west to the east across the sky,2/19/2016
2/10/16 05:15,Lebanon,OR,Circle,30 seconds,Large circular craft flew silently over man walking his dog.,2/11/2016
2/10/16 05:15,Geyserville,CA,Circle,5 minutes,"Round, glowing on opposite sides, light in the middle. West to east, 5 min.",2/11/2016
2/10/16 05:15,Gresham,OR,Light,4 minutes,Two strange illuminated semi circle of Vapor expand and the bright star-like light appears and one half semi circle disappear and the o,2/11/2016
2/10/16 05:15,Watchung,NJ,Chevron,3 minutes,"Chevron-shaped craft flying low and slow over Watchung, NJ.",2/26/2016
2/10/16 05:15,Newport,OR,Other,<2 minutes,T-shaped craft traveling offshore that was absolutely not a helicopter or airplane of any sort,2/11/2016
2/10/16 05:15,Ione,OR,Triangle,continuous,Observed a triangular shaped filmy patch of light moving from east to west at 5:15 am north of Ione.,2/11/2016
2/10/16 05:10,Culver,OR,,5 minutes,Appeared to be a large star with a sort of spot light shining from the side outward. At first i thought maybe it was the space station,2/11/2016
2/10/16 05:00,Ashland,OR,Triangle,10 minutes,Bright point of light resembling satellite but followed by triangular illuminated shape.,2/11/2016
2/10/16 05:00,Idanha,OR,Other,5 minutes,Awe inspiring and a bit scary when it was right above me.,2/11/2016
2/10/16 05:00,Oakridge,OR,Other,12-15 minutes,Large object moves slowly across early morning sky with shooting stars and comet tails.,2/11/2016
2/10/16 03:45,Kingsburg,CA,Light,2 minutes,Bright red light southwest sky remained still then suddenly vanished.,2/11/2016
2/10/16 00:30,Napier (Hawkes Bay) (New Zealand),,Disk,1-2 minutes,"Whirinaki Beach (Hawkes Bay)(New Zealand - Disk of lights observed silently hovering, traveling less than 40km/h (25mi/h).",2/11/2016
2/9/16 22:00,Alexandria,LA,Fireball,3 seconds,Burning ball of fire.,2/11/2016
2/9/16 21:15,Paradise Valley,AZ,Light,15 minutes,"Amber light flickered into bright position over Paradise Valley, joined by second amber light, faded and returned many times",2/11/2016
2/9/16 21:15,Fredonia,PA,Light,8 minutes,"3 lights, non-blinking, emminating same location following same pattern followed one another.",2/11/2016
2/9/16 21:00,Laredo,TX,Sphere,non stop,"Last night, I was at my back yard and while in a phone call, I saw coming a bright orange sphere flying towards North. As its very com",2/11/2016
2/9/16 20:15,Perris,CA,Triangle,10 seconds,Black reflective triangle seen over head gliding through the sky slowly. Had a circular light at each triangle point.,2/11/2016
2/9/16 19:00,Boise,ID,Cylinder,10 minutes,I was walking my dog in a SE neighborhood. We walk this trail often so the dog can run freely. I got to the far end of the trail and no,2/11/2016
2/9/16 15:30,Oklahoma City,OK,Circle,15 seconds,"At 3:30 on in February 9th 2016, I stepped outside to smoke a cigarette and my 2yr old said she saw a &quot;plane,&quot; note that she",2/11/2016
2/9/16 14:30,Tulsa,OK,Disk,4 seconds,"While F-16s took off from TUL, a white disc/cloud object accelerated and disappeared on horizon.",2/11/2016
2/9/16 08:00,White Sulphur Springs,MT,Other,2 minutes,A white or silver eye shaped craft.,2/19/2016
2/9/16 07:10,Clackamas,OR,Diamond,15 minutes,Bright golden square object has a bright golden light move away from the &quot;parent&quot; object.,2/11/2016
2/9/16 05:00,Perrine,FL,Rectangle,2 minutes,"Elongated, fiery objects flying vertically in a decending motion.",2/11/2016
2/9/16 04:40,Lancaster,SC,Triangle,5 minutes,"7 aircraft single file due west over Lancaster, SC. Second from last had headlights, the rest did not. All had blinking red lights.",2/11/2016
2/9/16 00:45,Delta/Tsawwassen (Canada),BC,Sphere,5-10 seconds,"Blue-green sphere appears over the ocean, hovers for a few seconds, before shooting off, and vanished.",2/19/2016
2/8/16 23:00,Maple Ridge (Canada),BC,Unknown,5 minutes,Sitting on my deck between 11:55 pm and until 12:00am approximately. First saw 4 orange lights low moving together at plane speed or fa,2/11/2016
2/8/16 22:00,Prescott,AZ,Other,45 minutes,My husband and I were driving home from Phoenix arizona to Prescott arizona and on the way back home we saw this red light floating acr,2/11/2016
2/8/16 22:00,Gainesville,GA,Light,in the sky,CANDY CANE BRITE LIGHT MOVE AND A CURCLE AREA IN THE SKY.,2/11/2016
2/8/16 21:00,Allentown,PA,Sphere,~3 minutes,"2 twin spheres of orange light encircle airport, state trooper helicopter take off and chase",2/11/2016
2/8/16 20:15,Eagle River,AK,Cigar,10 minutes,White light taveling in a circular motion.,2/11/2016
2/8/16 19:35,Missoula,MT,Other,30 minutes,Star-like appearance with amber light to top right. Movements forward and back for half an hour. ((NUFORC Note: Star?? PD)),2/11/2016
2/8/16 19:00,York,ME,Other,3-5 minutes,"I was driving when I saw a strange plane-like object with a flashing light floating, then flying extremely slow and close to ground.",2/11/2016
2/8/16 19:00,Santa Cruz,CA,Triangle,1 minute,"Low, slow-flying unit, triangle shape with round orange lights on each tip. soundless.",2/11/2016
2/8/16 18:50,Mill Creek,WA,Triangle,8 minutes,"Black Triangular object with red pulsating lights seen in Mill Creek, WA.",2/11/2016
2/8/16 18:30,"Washington, D.C. & Baltimore (between; on I-295)",MD,Triangle,,"Hovering airplane-like craft over I-295, between Washington, D.C., and Baltimore.",2/11/2016
2/8/16 17:00,Hermosa Beach,CA,Light,1:30,"Strange Light Over Palos Verdes, CA, from Hermosa Beach Pier 6pm [Sunset]",2/11/2016
2/8/16 13:00,West Palm Beach,FL,Other,2-3 minutes,Was approximately 13:00 give or take a few min. I was standing outside.The sky was very clear except for some downward looking wisps ab,2/11/2016
2/8/16 06:10,Tulsa,OK,Unknown,30 seconds,Orange light.,2/19/2016
2/8/16 03:00,Graham,NC,Light,20 minutes,I observed a light over a local cell phone tower early this morning. This light was yellow and red in nature. I assumed it was a norm,2/11/2016
2/7/16 22:00,Alamogordo,NM,Sphere,2-3 minutes,Orange orbs fly over neighborhood.,2/26/2016
2/7/16 21:00,Dewey,AZ,Chevron,2.00,"Orange light going south, circling to west and disappearing up to west. About 2 minutes. Quite bright to dissappering up.",2/11/2016
2/7/16 19:40,Antelope,CA,Triangle,,Lights suspended in arid in triangle pattern with additional single light at short distance,2/11/2016
2/7/16 15:30,Miami,FL,Disk,4 seconds,White/transparent disc like shaped object flying at low altitude over Tamiami Trail West. Duration: 3-4 secs,2/11/2016
2/7/16 11:50,Palm Beach Gardens,FL,Other,45 seconds,"Three sphere-shaped UFO's were seen high up in the sky, in broad daylight. One of them was ahead of the other two, which were doing cro",2/11/2016
2/7/16 07:00,Los Ranchos de Albuquerque,NM,Triangle,5 minutes,Bright yellow light moved side to side then disappeared.,2/11/2016
2/7/16 06:00,Pataskala,OH,Circle,1-2 seconds,Green fireball with a tail that looked like sparks falling towards earth 6AM,2/11/2016
2/7/16 05:52,Culpeper,VA,Sphere,3-5 minutes,Two spheres move in unusual ways in early morning.,2/11/2016
2/6/16 22:35,Longview,WA,,,Green blue light illuminating sky.,2/11/2016
2/6/16 22:00,Spring Hill,TN,Circle,2 minute,"((ADVERTISING LIGHTS??)) Circle with four lights, zig zag pattern military type helocopter right behind it.",2/11/2016
2/6/16 21:30,Akron,OH,Light,~90 minutes,"20-30 multicolored fast moving orbs seen over Akron, Ohio.",2/11/2016
2/6/16 21:20,Temecula,CA,Triangle,Few seconds,"Very high, south sound east direction. No noise, transparent, three lights one on each end. Disappeared when overhead, couldn't see it",2/11/2016
2/6/16 20:40,Gainesville,VA,Light,30 minutes,"Four silent, orange lights moving from SW to NE from horizon to horizon in about a minute.",2/11/2016
2/6/16 19:41,Anchorage,AK,Circle,3 minutes,Circular craft over flying downtown Anchorage at 5th Ave East bound. Red solid light with white light oscillating.,2/11/2016
2/6/16 19:35,Aurora,CO,Fireball,30 seconds,A diamond on fire came straight up and moved sideways very quickly,2/11/2016
2/6/16 19:15,Fenton,MO,Light,5 seconds,Bright light shoots eastward over Fenton at 1000mph and disappears.,2/11/2016
2/6/16 19:00,Claysburg,PA,Light,25 seconds,"Two satellite-looking objects stopping, reversing, rotating and changing direction before disappearing in the distance.",2/11/2016
2/6/16 18:45,Camp Lake,WI,Light,10 seconds,"Brilliant bright light in a perfect round shape, close to the ground without any sound. it was traveling very fast",2/11/2016
2/6/16 18:40,Petaluma,CA,Circle,5 minutes,"Dull orange orb over Petaluma, CA, for over five minutes 2/6/2016, a portion of which was a very bright, fiery orange.",2/11/2016
2/6/16 07:06,Pekin,IL,Circle,5 seconds,Green ball floating in the air.,2/11/2016
2/6/16 06:30,Winston-Salem,NC,Circle,2 minutes,My grandma and I were going down 52b and at 1st we saw a super bright light and were first though that it was a plan but as we got clos,2/11/2016
2/6/16 05:35,North Canton,OH,Oval,25 minutes,"Single orange, elliptical object, hovering.",2/19/2016
2/6/16 05:10,Newnan,GA,Unknown,30 seconds,Circling white lights.,2/11/2016
2/5/16 22:40,Littleton,CO,Circle,10 minutes,2 flying objects flying quickly and erratically near the foothills south west of Denver. First object was pink and blue but would turn,2/11/2016
2/5/16 21:43,Melbourne (Australia),,Light,5-7 minutes,2 UFOS OVER BRUNSWICK 2 DAYS IN A ROW!,2/11/2016
2/5/16 21:30,Selkirk,NY,Cross,hovering until we past it,My family went out for dinner on our way back home we traveled the nys thurway we past a trooper who had someone pulled over and shortl,2/11/2016
2/5/16 20:35,Southmont,NC,Cross,90 seconds,5 unidentified craft flew over our house heading toward High Rock Lake.,2/11/2016
2/5/16 20:35,Colorado Springs,CO,Disk,2-3 minutes,"Football-shaped saucer, red and gold over Colo Springs Feb 5 2016 8:35 pm mst.",2/11/2016
2/5/16 20:30,Everett,WA,Formation,3-5 seconds,I witnessed a formation of 7-9 white lights fly silently from East to West at moderate speed and disappear after 3-5 seconds.,2/19/2016
2/5/16 20:30,Costa Mesa,CA,Circle,15 minutes,Me and my two friends were driving and we saw a giant saucer going vertical slowly and low over us. We followed it for 15 min.,2/11/2016
2/5/16 20:20,Staten Island,NY,Light,10 minutes,2-3 lights following eachother in the sky for 20 minutes where they moved from east to west.,2/11/2016
2/5/16 20:15,Carefree,AZ,Oval,10 minutes,20 amber lights- erratic movement.,2/11/2016
2/5/16 20:10,Cheektowaga,NY,Rectangle,15-20 seconds,"Large retangular craft with five circular lights on the bottom.
Craft made no sound and seemed to be floating through the air rather",2/11/2016
2/5/16 20:00,Shawnee,KS,Light,15 minutes,They looked like stars that were moving in a straight trajectory.,2/11/2016
2/5/16 20:00,South Barrington,IL,Circle,2 minutes,5 circular UFO's were seen flying over The Glen of South Barrington.,2/11/2016
2/5/16 20:00,Cooleemee,NC,Unknown,4 minutes,"7 dark masses slowly fly past low above the trees, moving N to S following the South Yadkin River.",2/19/2016
2/5/16 19:49,Austin,TX,Fireball,1 minute,Orange light ascending above south Austin - rocket or missile?,2/11/2016
2/5/16 19:30,Goodyear,AZ,Light,minutes,Looked like flares.,2/11/2016
2/5/16 19:00,Doylestown,PA,Formation,10-30 seconds,Two bright lights over Philadelphia that faded from view after several seconds.,2/11/2016
2/5/16 19:00,Durham,NC,Formation,5-10 minutes,Spotted a formation of slow moving objects flying North in column with red flashing lights with one white light per craft. This occured,2/11/2016
2/5/16 19:00,Springfield,IL,Sphere,1 minute,Fire in the sky.,2/11/2016
2/5/16 18:58,Durham,NC,Light,3 minutes,"We witnessed a line of lights, 7 in number, alternating white, red. First thought it was a string or airplanes, but they were perfectly",2/11/2016
2/5/16 18:30,Seattle,WA,Triangle,30 minutes,"Three triangular objects with very, very bright lights moving in unison across the sky.",2/11/2016
2/5/16 17:20,Milwaukee,WI,Triangle,20 seconds,"Very Very Bright... To fast to be a airplane...Unbelievable,",2/11/2016
2/4/16 23:00,Colorado Springs,CO,Disk,3 minutes,"Red fog in room, blueish chrome disk outside of front door, buzzing and pop noise, weird behavior from wife and dog.",2/11/2016
2/4/16 21:00,Estes Park,CO,Oval,3 minutes,Bright light with attached string of lights in Eastern sky of Estes Park,2/11/2016
2/4/16 20:53,Camas,WA,,3 minutes,Bright light behind the trees reflecting white light to sky. No object.,2/11/2016
2/4/16 20:30,Bradenton,FL,Oval,15 seconds,"Lightning style beam from ground to mid sky, then an oval shape appeared with glowing pulsating white lights.",2/11/2016
2/4/16 20:07,Medina,OH,Light,5 minutes,Very different colored orb the color was yellowish orange maybe a small amount of red it stayed in place about 3 mins then went west.,3/11/2016
2/4/16 19:30,Tucson,AZ,Sphere,20 minutes,"Eight large, slow moving, noiseless orange-red spheres traveling over Tucson evening sky.",2/19/2016
2/4/16 18:46,Roseburg,OR,Circle,10 seconds,"Very large, bright white light seen over hill.",2/11/2016
2/4/16 18:40,Tucson,AZ,Sphere,1 minutes,"Orb moving across Mt. Lemmon, AZ.",2/11/2016
2/4/16 18:30,Greeley,CO,Unknown,10 seconds,I cannot believe I'm doing this but- what I saw I can certainly not say it was an airplane or anything reasonable. Yesterday was really,2/11/2016
2/4/16 18:15,Woodland Hills,CA,Circle,10 minutes,"Two lights over Hidden Hills, hovering.",2/11/2016
2/4/16 17:00,Los Angeles (Venice Beach),CA,Teardrop,15 seconds,"Yesterday at sunset a completely identified object, 1 of the Predator Iraq war drones flying silently east to west opposite the LAX.",2/11/2016
2/4/16 13:00,New London,MN,Circle,,Bright round object swooped insight.,2/11/2016
2/4/16 06:30,Goodyear,AZ,Cigar,still active,"Cigar-shaped craft, or something, in the sky to the West.",2/4/2016
2/4/16 01:50,Fresno,CA,Other,3-4 minutes,"02/04/2016, Fresno, CA, Doughnut, 4-5 min, hovered, then landed super quick in front of vehicle, huge round craft, brown/gold, vanished",5/6/2016
2/3/16 22:00,Mobile,AL,Oval,1 second,Oval thing flying ahead with bright lights.,2/4/2016
2/3/16 22:00,Waretown,NJ,Disk,10 minutes,"Brilliant Illumination, hovering in night sky. 2 other discs flying around.",2/4/2016
2/3/16 19:00,Fife,WA,Flash,15 seconds,Green/Teal flashing lights seen from Interstate 5.,2/4/2016
2/3/16 18:25,Salinas,CA,Unknown,5 minutes,Slow-moving craft with rectangular light that changed colors as it swept through an arc,2/4/2016
2/3/16 17:05,Austin,TX,Light,10 seconds,"As I was driving south on street, I saw extremely bright light very high in the sky off south a bit.",2/4/2016
2/3/16 17:00,Cypress,TX,Unknown,10 minutes,"Object was small, spherical-shape with lighted tip craft that rocketed straight up in the sky, going super fast up and then turn right.",2/11/2016
2/3/16 05:28,Lupton City,TN,Circle,4 minutes,Black hovering shaped craft darting through behind the clouds.,2/4/2016
2/3/16 04:21,Kingston,MA,Fireball,1 second,"Large green fireball sighted falling south of Kingston, MA.",2/4/2016
2/3/16 02:10,Roseburg,OR,Fireball,2 minutes,Orange lights west of Roseburg.,2/4/2016
2/2/16 20:15,Boise,ID,Light,3 minutes,"Solitary Red Light in Southern Sky, hovering, moving strangely and suddenly about, then disappearing.",2/4/2016
2/2/16 20:15,North Port,FL,Circle,30 minutes,"Approximately 50 red circles of lights, travelling in a northerly direction. Some clusters; variations in speed and position.",2/4/2016
2/2/16 19:00,Toms River,NJ,Other,10 minutes,"Craft speeding in diving position, with an orange/yellow glow. Then it came to a hault and hovered for a brief time then was gone",2/19/2016
2/2/16 18:50,Rio Rancho,NM,Light,10 minutes,White light moving steady at a low altitude with no noise.,2/4/2016
